name,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
Private room in Harlem,200243,Manhattan,Harlem,40.8255,-73.9435,Private room,55,1,8,2019-05-14,0.28,2,293
Cozy colorful kitchenette...,74104595,Brooklyn,Bedford-Stuyvesant,40.68904,-73.92982,Entire home/apt,40,15,0,,0.0,1,42
Cute Private Room in UWS Apartment!,17687105,Manhattan,Upper West Side,40.79215,-73.97108,Private room,80,1,0,,0.0,1,0
Clean and Comfortable,118084951,Brooklyn,Greenpoint,40.72214,-73.93725,Entire home/apt,75,1,162,2019-06-24,5.7,1,1
1 BR Contemporary Luxury Apartment w W/D in UWS,15145088,Manhattan,Upper West Side,40.78688,-73.97403,Entire home/apt,184,30,3,2018-10-22,0.12,8,346
"Private Sunny Room in Williamsburg, Brooklyn - NY",30054890,Brooklyn,Williamsburg,40.70818,-73.94952,Private room,56,2,4,2019-01-02,0.14,2,0
Huge apt in heart of Williamsburg,118110284,Brooklyn,Williamsburg,40.71447,-73.96234,Entire home/apt,160,7,3,2019-06-12,0.12,1,43
Small Cozy Room in Herald Square,28584159,Manhattan,Midtown,40.75001,-73.98629,Private room,65,300,1,2017-03-25,0.04,1,89
Charming House!!,4378763,Queens,Long Island City,40.75276,-73.93102,Private room,77,3,48,2019-06-22,1.72,3,332
Cozy room w balcony in penthouse w private terrace,12767750,Manhattan,Harlem,40.81161,-73.94394,Private room,65,5,2,2017-10-15,0.07,1,0
Private room in Bushwick close to Subway,48534640,Brooklyn,Bushwick,40.69601,-73.9069,Private room,35,15,2,2017-05-07,0.07,1,0
Perfectly NYC,20851517,Manhattan,Hell's Kitchen,40.76654,-73.98812,Private room,98,6,1,2018-12-17,0.15,3,8
Ideal family spot in the upper west,5635997,Manhattan,Upper West Side,40.79456,-73.96853,Entire home/apt,400,6,5,2019-04-24,0.19,1,108
Sunny room in European-style apartment,432867,Brooklyn,Prospect Heights,40.67613,-73.97095,Private room,64,2,16,2018-06-27,0.57,1,6
Great Loft space in the Heart of Bushwick,118199454,Brooklyn,Bushwick,40.6975,-73.92998,Private room,70,4,15,2019-06-16,1.05,1,35
Studio Apartment in a Doorman Building,2610519,Manhattan,Flatiron District,40.74252,-73.991,Entire home/apt,250,1,2,2017-03-27,0.07,1,0
RM,38294216,Queens,South Ozone Park,40.66654,-73.81219,Private room,55,10,1,2018-08-11,0.09,4,300
Spacious West Village 1 bed!,118208750,Manhattan,West Village,40.73773,-74.00181,Entire home/apt,249,3,2,2017-06-25,0.08,1,0
Bedroom Upper West Side 10min walk to Central Park,12588825,Manhattan,Upper West Side,40.79358,-73.97452,Private room,175,4,3,2017-11-05,0.11,1,0
Cozy room in prime williamsburg!,118226205,Brooklyn,Williamsburg,40.71738,-73.94158,Private room,69,2,61,2019-06-22,2.14,3,42
Harlem Charm,1397707,Manhattan,Harlem,40.81446,-73.9379,Entire home/apt,198,3,9,2019-06-22,0.35,1,127
Sunny & Cozy 1BR/1BA Apartment In Upper NYC,4173425,Manhattan,Harlem,40.81767,-73.94051,Entire home/apt,69,2,65,2019-06-09,2.38,1,11
Private Bedroom in Bedstuy,109773614,Brooklyn,Bedford-Stuyvesant,40.67809,-73.9128,Private room,60,2,32,2018-06-10,1.15,1,0
"Cozy, Quiet Abode near Times Square",2522596,Manhattan,Hell's Kitchen,40.76051,-73.99183,Entire home/apt,103,2,12,2017-08-14,0.42,1,0
Spacious Three Bedroom Dream in Manhattan,116889152,Manhattan,Harlem,40.81968,-73.9458,Entire home/apt,135,2,138,2019-06-25,4.83,2,45
Private sunny room with private bathroom&entrance,33116792,Queens,Ridgewood,40.69406,-73.90068,Private room,31,5,75,2019-07-01,2.7,1,13
Luxury Brooklyn Brownstone with Private Backyard,1377444,Brooklyn,Bedford-Stuyvesant,40.68409,-73.94154,Entire home/apt,245,3,33,2019-06-24,1.19,1,60
Lovely Brooklyn Apt,49166783,Brooklyn,Williamsburg,40.71704,-73.95371,Shared room,175,3,0,,0.0,1,0
Riverside Park Nest,118276455,Manhattan,Upper West Side,40.79517,-73.97555,Entire home/apt,200,30,5,2019-06-06,0.21,1,271
Private Room 1 in East Village (Small Window),12302104,Manhattan,East Village,40.72386,-73.98105,Private room,72,1,134,2019-06-07,4.69,2,251
Studio Apt in Washington Square <3,3637890,Manhattan,Greenwich Village,40.73565,-73.99613,Entire home/apt,123,7,3,2017-05-28,0.11,1,0
Large Room in Garden Apartment,5684780,Brooklyn,Bedford-Stuyvesant,40.68348,-73.95123,Private room,90,3,3,2017-03-27,0.11,1,0
Partitioned (shared) Cozy Studio in Pelham Bay,86108833,Bronx,Schuylerville,40.84034,-73.83007,Shared room,20,1,116,2019-01-28,4.09,1,5
Cherry Hill House - Blue Room,2464187,Staten Island,St. George,40.63703,-74.08423,Private room,50,1,12,2017-08-18,0.42,2,0
AWESOME LOCATION STEPS TO L TRAIN !,118378908,Brooklyn,Williamsburg,40.71354,-73.95011,Private room,45,28,19,2019-05-31,0.72,6,297
"Quiet room, view on garden 5m walk from J train",32357613,Brooklyn,Bedford-Stuyvesant,40.68759,-73.92356,Private room,41,1,12,2018-08-26,0.42,3,0
PRIME LOCATION LORIMER L TRAIN,118378908,Brooklyn,Williamsburg,40.71531,-73.94986,Private room,75,1,15,2019-05-25,0.56,6,325
Large studio in hip area near major subway stop,4035291,Brooklyn,Crown Heights,40.67308,-73.95523,Entire home/apt,105,3,93,2019-07-05,4.16,1,89
Sunny Room on Hippest Block in Bushwick,118341133,Brooklyn,Bushwick,40.70537,-73.92269,Private room,55,2,2,2017-03-14,0.07,1,0
Cozy Private Room in Vibrant Williamsburg Apt,2861103,Brooklyn,Williamsburg,40.71992,-73.9413,Private room,100,1,82,2019-05-05,2.95,1,0
Spacious & Serene Williamsburg Room,118394855,Brooklyn,Williamsburg,40.71499,-73.94634,Private room,65,1,14,2018-07-14,0.49,1,0
The Perfect Queens Getaway!,118400082,Queens,Corona,40.74122,-73.85334,Entire home/apt,149,2,51,2019-06-30,1.9,1,242
Cozy Room in Manhattan,52129673,Manhattan,Harlem,40.82827,-73.94785,Private room,50,1,17,2018-10-08,1.11,1,0
Comfy Room in Chic Apartment,1730026,Manhattan,Lower East Side,40.7127,-73.98857,Private room,78,3,3,2019-05-01,0.21,2,166
"Cozy studio, private entrance & 3 min. JFK",105315839,Queens,Jamaica,40.66989,-73.77454,Entire home/apt,75,1,75,2019-06-23,2.66,1,294
Private Room near Columbia University,115227524,Manhattan,Morningside Heights,40.81638,-73.95937,Private room,70,28,0,,0.0,1,0
Room in Brooklyn With Central Air and Heat,83351115,Brooklyn,Bushwick,40.69484,-73.92499,Private room,50,12,0,,0.0,1,0
Gorgeous and Renovated Chelsea Apartment,24037775,Manhattan,Chelsea,40.74392,-73.9946,Entire home/apt,250,4,0,,0.0,1,0
Brooklyn Apartment,118430352,Brooklyn,Crown Heights,40.67519,-73.9402,Private room,75,1,0,,0.0,1,0
Minimalist Room with a Spectacular view,7275333,Manhattan,Kips Bay,40.73695,-73.97336,Private room,133,2,37,2019-06-02,1.39,1,33
Brooklyn Nook perfectly located!,8435480,Brooklyn,Greenpoint,40.72398,-73.94978,Entire home/apt,150,2,115,2019-07-07,4.26,2,32
Large one bedroom in historic Clinton Hill,775409,Brooklyn,Clinton Hill,40.69478,-73.96126,Entire home/apt,140,3,34,2019-07-05,2.95,1,54
Luxury One Bedroom UWS,17477908,Manhattan,Upper West Side,40.79424,-73.96588,Entire home/apt,200,30,2,2018-10-31,0.11,10,338
Beautiful duplex in Gramercy,118539035,Manhattan,Gramercy,40.73746,-73.98338,Entire home/apt,99,120,2,2017-08-13,0.08,1,167
Bright and Sunny Room in Amazing Bushwick Apt,27522582,Brooklyn,Bushwick,40.70105,-73.91547,Private room,50,1,0,,0.0,3,0
Upper East Side Apartment,118554120,Manhattan,Upper East Side,40.78073,-73.95013,Entire home/apt,122,7,7,2017-12-29,0.27,1,0
Charming apartment in Manhattan!,11968765,Manhattan,Washington Heights,40.85338,-73.93232,Private room,85,3,71,2019-06-15,2.54,1,60
Homey funky eclectic rich of arts,90215210,Brooklyn,Crown Heights,40.67167,-73.93088,Private room,45,4,37,2019-06-24,1.29,1,84
Cozy 1 bedroom apt in Astoria NY,15864671,Queens,Astoria,40.76984,-73.91815,Entire home/apt,130,4,0,,0.0,1,83
Cozy sunny room 35 min to Time Square,47735494,Queens,Rego Park,40.72701,-73.87022,Private room,31,1,37,2018-04-22,1.3,4,0
Spacious & Charming Nolita 1 Bed,118547015,Manhattan,SoHo,40.72103,-73.99866,Entire home/apt,125,2,16,2018-08-25,0.57,1,0
Private apartment  in Hamilton Heights,114093125,Manhattan,Harlem,40.8269,-73.93634,Entire home/apt,100,4,65,2019-06-20,2.3,1,48
Private Bedroom in East Williamsburg,1923413,Brooklyn,Williamsburg,40.70772,-73.94126,Private room,60,2,18,2017-07-31,0.63,1,0
1 bedroom apt in 2 bridges/Chinatown,8381084,Manhattan,Civic Center,40.71264,-73.99893,Entire home/apt,80,2,12,2019-03-15,0.43,2,8
Cozy 2 Bedroom in Prime Location!,46599828,Manhattan,Midtown,40.74481,-73.98523,Entire home/apt,150,3,6,2017-07-24,0.23,1,0
"HUGE 1BR Apt, Varrazano promenade,night life& More",37519641,Brooklyn,Fort Hamilton,40.61364,-74.0354,Entire home/apt,160,2,4,2019-04-11,0.42,1,313
Brooklyn Cave in the Neighb,87889145,Brooklyn,Canarsie,40.64458,-73.90285,Entire home/apt,59,2,68,2019-07-01,3.5,1,240
Artist Home 5 minute walk to Metro 30min from JFK,16356565,Brooklyn,Flatbush,40.63356,-73.95073,Shared room,30,3,27,2019-06-24,1.25,2,1
"Hip, cozy apartment (with cat) in terrific Harlem!",11620529,Manhattan,Harlem,40.81108,-73.94682,Entire home/apt,85,2,2,2017-06-04,0.08,1,0
Spacious Bedroom in Williamsburg Duplex,53759518,Brooklyn,Williamsburg,40.71397,-73.94572,Private room,110,2,0,,0.0,1,0
Sun-drenched Charles Street studio!,1647256,Manhattan,West Village,40.73418,-74.00621,Entire home/apt,180,9,0,,0.0,1,0
Luxurious Manhattan 1 Bedroom,3191545,Manhattan,Hell's Kitchen,40.76589,-73.98434,Entire home/apt,199,30,6,2018-07-31,0.23,23,365
Haven in the Heights,32788186,Manhattan,Washington Heights,40.85321,-73.93596,Shared room,35,1,27,2019-06-30,0.95,1,33
PRIVATE BATHROOM ! PRIME LOCATION,118378908,Brooklyn,Williamsburg,40.7141,-73.95064,Private room,70,28,28,2019-06-01,1.01,6,303
Manhattan | Luxurious 1 Bedroom,3191545,Manhattan,Hell's Kitchen,40.75766,-73.99089,Entire home/apt,195,30,0,,0.0,23,364
High Tower Luxurious 1 Bedroom in Times Square,3191545,Manhattan,Hell's Kitchen,40.75919,-73.99229,Entire home/apt,169,30,1,2017-08-03,0.04,23,115
Luxurious 1 Bedroom in Times Square,3191545,Manhattan,Hell's Kitchen,40.7593,-73.99229,Entire home/apt,195,30,0,,0.0,23,364
❤ of Manhattan | Fantastic 1 Bedroom,3191545,Manhattan,Midtown,40.76501,-73.98312,Entire home/apt,195,30,0,,0.0,23,364
❤ of Manhattan | Fantastic 1 Bedroom,3191545,Manhattan,Hell's Kitchen,40.76485,-73.98436,Entire home/apt,195,30,0,,0.0,23,364
❤ of Manhattan | Fantastic 1 Bedroom,3191545,Manhattan,Theater District,40.76321,-73.98356,Entire home/apt,243,30,0,,0.0,23,364
❤ of Manhattan | Central Park | Fantastic 1 Bed,3191545,Manhattan,Hell's Kitchen,40.76536,-73.98469,Entire home/apt,195,30,0,,0.0,23,364
4A-,17770287,Manhattan,Midtown,40.74896,-73.98277,Entire home/apt,115,30,8,2019-05-01,0.31,14,203
Large two bedroom in the middle of NYC apt. 3C,17770287,Manhattan,Murray Hill,40.74916,-73.98115,Entire home/apt,150,30,5,2019-05-12,0.22,14,339
Amazing Apartment | Skyline Views,3191545,Manhattan,Murray Hill,40.74526,-73.97679,Entire home/apt,150,30,1,2017-05-26,0.04,23,365
2C,17770287,Manhattan,Midtown,40.7502,-73.98289,Entire home/apt,155,30,3,2018-12-17,0.11,14,332
MAGNIFICENT apartment in Williamsburg with Balcony,57050977,Brooklyn,Williamsburg,40.71397,-73.94873,Entire home/apt,68,2,22,2018-09-09,0.78,1,0
Amazing 1 Bedroom | 1 Bedroom | Skyline View,3191545,Manhattan,Murray Hill,40.74919,-73.97244,Entire home/apt,135,30,0,,0.0,23,365
Private room in shared apartment for 1,11427289,Manhattan,Greenwich Village,40.73484,-73.99614,Private room,300,1,1,2017-08-31,0.04,1,0
Extra Large 1BR by Park Ave in Upper East Side,45595980,Manhattan,Upper East Side,40.76876,-73.96686,Entire home/apt,197,30,0,,0.0,12,58
11 Minutes to Manhattan,971418,Queens,Astoria,40.76101,-73.92464,Entire home/apt,75,1,73,2019-06-23,2.75,1,273
"2 bedroom apt in Brooklyn, downtown",118727691,Brooklyn,Fort Greene,40.69353,-73.97431,Entire home/apt,350,3,27,2019-06-30,1.0,1,303
1 BR Garden Apartment in Brooklyn Brownstone,10896859,Brooklyn,South Slope,40.66587,-73.98206,Entire home/apt,150,3,70,2019-07-01,2.58,1,89
BEST LOCATION IN SOHO AND SPACIOUS APARTMENT,118745519,Manhattan,Little Italy,40.71942,-73.99694,Entire home/apt,155,1,67,2019-01-20,2.45,1,189
Cozy Room in TWO BEDROOM Apartment.,96479013,Brooklyn,Bedford-Stuyvesant,40.69499,-73.94822,Private room,81,5,42,2019-06-02,1.58,3,63
Divided Room in Financial District,118753490,Manhattan,Financial District,40.70817,-74.00511,Private room,100,1,5,2017-04-30,0.17,1,0
Beautiful 3 BR- 2 Full Baths in Upper Manhattan,1273890,Manhattan,Washington Heights,40.8513,-73.93681,Entire home/apt,185,30,7,2019-03-19,0.26,2,331
"简单的四房一厅两卫生间,位于北上远离开辆,走路四分钟到地铁站,交通便利
Simple bigroom",114104868,Queens,Woodhaven,40.69883,-73.85257,Private room,65,3,7,2018-11-03,0.4,1,365
Renovated 4 BED 3.5 BATH BK Townhouse Triplex APT,114463720,Brooklyn,Williamsburg,40.71092,-73.96755,Entire home/apt,385,2,76,2019-06-15,2.69,1,209
Exciting New York Get Away,101672721,Manhattan,Harlem,40.8178,-73.93774,Private room,125,1,0,,0.0,1,0
Prospect Heights Studio Apartment,25227079,Brooklyn,Prospect Heights,40.67435,-73.96691,Entire home/apt,130,3,2,2017-04-11,0.07,1,0
Luxe Large Suite w/Views bathroom en suite,118695056,Brooklyn,Downtown Brooklyn,40.6925,-73.98613,Private room,153,3,28,2019-06-09,1.0,2,11
Quiet & spacious east village/LES private bedroom,15730200,Manhattan,Lower East Side,40.72131,-73.98508,Private room,150,2,1,2019-04-20,0.37,1,0
Modern Sunlit Room w/ Balcony on Famous Street!,13137787,Manhattan,East Village,40.72778,-73.98936,Private room,95,4,2,2017-05-29,0.08,1,0
Cozy West Harlem Abode,2054816,Manhattan,Harlem,40.82805,-73.94676,Entire home/apt,150,2,10,2018-07-05,0.36,1,0
4BR Brooklyn Apartment Minutes from City Life!,48618586,Brooklyn,East Flatbush,40.64261,-73.94334,Entire home/apt,350,2,1,2017-08-20,0.04,1,0
Bklyn Brownstone 2BD APT Private Spotless wAC+HBO,118839909,Brooklyn,Bedford-Stuyvesant,40.6875,-73.92542,Entire home/apt,120,2,131,2019-07-05,5.23,1,159
Lovely Home Near Fort Tryon Park & the Cloisters,8753629,Manhattan,Inwood,40.86488,-73.92922,Entire home/apt,120,14,7,2018-09-18,0.27,1,13
PERFECT East Village Location****,117385673,Manhattan,Gramercy,40.7317,-73.9833,Private room,100,3,9,2017-10-15,0.32,2,0
Large Room with Private Bathroom (Long Term+++),11070120,Bronx,Fordham,40.85929,-73.90048,Private room,45,22,10,2019-04-13,0.36,2,186
Quiet room with exposed brick,7920086,Manhattan,East Harlem,40.7865,-73.94406,Private room,74,16,7,2017-10-31,0.28,3,0
Large bedroom in the heart of the East Village,855079,Manhattan,East Village,40.7281,-73.9839,Private room,110,1,26,2018-12-28,0.91,3,0
Your Home Away From Home!,105225699,Queens,Flushing,40.76199,-73.79465,Entire home/apt,110,3,75,2019-07-06,3.07,2,174
Cute Room in Upper West Side (FEMALES ONLY),78254013,Manhattan,Upper West Side,40.79917,-73.96765,Private room,75,1,19,2018-01-04,0.73,1,0
"Comfy bachelor's apartment, Clinton Hill, Brooklyn",22607793,Brooklyn,Clinton Hill,40.68152,-73.96276,Entire home/apt,94,2,10,2018-12-09,0.39,1,0
Lovely Room in Loisaida Hideaway,105025187,Manhattan,East Village,40.7234,-73.97628,Private room,55,5,2,2017-06-25,0.07,2,0
"Apartment in Sunset Park, Brooklyn",118913632,Brooklyn,Sunset Park,40.64028,-74.01262,Entire home/apt,100,7,0,,0.0,1,0
Private room near new 2nd Ave. Q train!,27624941,Manhattan,Upper East Side,40.78025,-73.94802,Private room,99,2,154,2019-07-01,5.42,1,145
MY ROOM/COFFEE &BAGEL,1097545,Manhattan,East Village,40.72521,-73.97879,Private room,69,6,30,2019-04-01,1.08,3,43
Beautiful sunny apartment in Williamsburg,10348014,Brooklyn,Williamsburg,40.71545,-73.95299,Entire home/apt,139,1,0,,0.0,1,0
Sunny Room at The Gazebo in Brooklyn,27844914,Brooklyn,Bedford-Stuyvesant,40.69428,-73.94148,Private room,42,14,32,2019-05-22,1.14,2,72
The Otheroom Bar/Event/Filming Space -read details,18037301,Manhattan,West Village,40.73571,-74.0078,Entire home/apt,4000,1,0,,0.0,1,173
Architect's Bedroom in Large Brooklyn Apartment,21369808,Brooklyn,Bedford-Stuyvesant,40.69612,-73.94918,Private room,55,7,3,2017-07-01,0.11,1,0
"Urban Zen: Cozy, creative NYC retreat",7188712,Manhattan,Washington Heights,40.83137,-73.94117,Private room,119,2,4,2018-06-12,0.16,1,0
2 Level Apartment With Private Terrace,7070648,Manhattan,Upper East Side,40.78206,-73.94949,Entire home/apt,105,5,24,2019-06-23,0.85,1,20
Bright room in Brownstone,1704042,Brooklyn,Bedford-Stuyvesant,40.67987,-73.93235,Private room,55,2,21,2019-06-14,0.76,1,19
One bedroom Apartment in Carroll Gardens,2063421,Brooklyn,Carroll Gardens,40.67522,-73.99853,Entire home/apt,125,1,0,,0.0,1,0
Furnished room in Upper East Side apartment,6811053,Manhattan,East Harlem,40.78943,-73.9478,Private room,46,6,1,2017-03-22,0.04,1,0
Quiet Private Room in Brooklyn,19177308,Brooklyn,Bushwick,40.6896,-73.90624,Private room,36,2,83,2019-06-22,2.95,4,155
Room in sweet 2BR in Brooklyn,41191579,Brooklyn,Crown Heights,40.66945,-73.93899,Private room,45,1,4,2018-12-17,0.44,3,0
Amazing 1 Bedroom Apt in the Heart of LES,40935862,Manhattan,Lower East Side,40.72105,-73.98371,Entire home/apt,150,3,6,2017-07-20,0.22,1,90
Cozy & Quiet 2 Bedroom / Heart of Lower Manhattan,13848780,Manhattan,Chinatown,40.71363,-73.9977,Entire home/apt,275,2,15,2019-06-09,3.17,1,207
Wonderful & Large Modernist Bushwick Brooklyn Apt.,71126864,Brooklyn,Bushwick,40.6957,-73.93196,Entire home/apt,100,29,0,,0.0,1,310
P,7976263,Manhattan,Chelsea,40.74431,-73.9922,Private room,100,5,3,2017-04-12,0.11,1,0
Quite and comfortable shared room in UES,94100043,Manhattan,Upper East Side,40.76675,-73.95428,Shared room,35,1,118,2019-01-03,4.21,2,0
Quite relaxing convenient shared room in UES.,94100043,Manhattan,Upper East Side,40.76731,-73.95419,Shared room,35,1,115,2019-01-01,4.06,2,0
Clean and renovated apartment,119027851,Bronx,Longwood,40.81632,-73.90991,Entire home/apt,130,2,62,2019-06-19,2.19,1,36
Modern Apartment Bayridge/Brooklyn- Sleeps 6,119029523,Brooklyn,Fort Hamilton,40.62067,-74.02942,Entire home/apt,150,5,4,2019-06-18,1.9,3,312
Private Room 2 in East Village (Large Window),12302104,Manhattan,East Village,40.72208,-73.98109,Private room,73,1,116,2019-06-02,4.07,2,238
Gorgeous Private Studio in Williamsburg/Greenpoint,15266675,Brooklyn,Williamsburg,40.71786,-73.94556,Entire home/apt,160,2,9,2018-06-17,0.33,1,0
Bushwick Oasis Room #2: Close to the L or M train,28786801,Brooklyn,Bushwick,40.70288,-73.92796,Private room,54,1,1,2017-08-14,0.04,2,0
Great room in the heart of NYC,118870308,Manhattan,Murray Hill,40.7464,-73.97669,Private room,75,1,2,2017-04-08,0.07,1,0
2 Bedroom / 2 Bath - Brand New Modern Apt,7427325,Manhattan,Hell's Kitchen,40.76407,-73.99322,Entire home/apt,380,3,1,2017-05-03,0.04,2,0
Cozy Garden Apartment in Charming Park Slope,117035626,Brooklyn,Park Slope,40.67573,-73.97993,Entire home/apt,115,2,97,2019-07-03,3.68,1,0
Private Mezzanine Room in E. Williamsburg,1197823,Brooklyn,Williamsburg,40.70887,-73.94609,Private room,100,3,12,2017-12-24,0.43,2,0
Spacious Private Room in bright Manhattan 2 BR,118270996,Manhattan,Washington Heights,40.84806,-73.93931,Private room,80,1,3,2017-03-18,0.11,1,0
"Large, Sunny, Williamsburg 1 bedroom Apt",119125703,Brooklyn,Williamsburg,40.70983,-73.96495,Entire home/apt,109,3,73,2019-07-02,2.64,1,37
The Sweet Pea Cottage,76840423,Staten Island,Huguenot,40.53871,-74.16966,Entire home/apt,180,1,136,2019-07-07,4.81,1,136
Delightful Brooklyn townhouse,5817532,Brooklyn,Park Slope,40.68326,-73.97796,Entire home/apt,600,6,7,2019-01-03,0.36,1,42
"2nd Fl, Tall Ceilings + Spacious, Convenient + Fun",33955029,Manhattan,East Village,40.72492,-73.98982,Private room,160,3,15,2018-12-31,0.54,1,0
Adorable one bedroom next to Central Park,5162192,Manhattan,Upper West Side,40.7979,-73.96024,Entire home/apt,130,30,2,2017-08-17,0.08,12,216
Private bedroom right on the High Line/Chelsea,3650456,Manhattan,Chelsea,40.74899,-74.00403,Private room,90,7,12,2017-11-01,0.42,1,0
Private Room Available in Hamilton Heights,5524401,Manhattan,Harlem,40.82288,-73.95254,Private room,63,7,21,2019-04-28,0.75,1,0
Cozy apt. w/private patio in Williamsburg!,1659170,Brooklyn,Williamsburg,40.71315,-73.943,Entire home/apt,126,1,6,2017-12-31,0.22,1,0
Kids friendly 2 bedroom close to Subway and C.Park,43685722,Manhattan,Upper West Side,40.78873,-73.97402,Entire home/apt,195,2,16,2019-06-07,0.59,1,0
Renovated Comfortable Room for 2 or solo traveler,10475653,Brooklyn,Windsor Terrace,40.64958,-73.97482,Private room,45,1,108,2019-07-02,3.8,3,243
"""Borough Border Liner"" Diverse/Convenient/Private",119173203,Brooklyn,Bushwick,40.70537,-73.91587,Private room,47,1,17,2018-05-13,0.97,1,0
Large and Sunny Private Bedroom in Astoria,15219324,Queens,Astoria,40.76964,-73.92303,Private room,55,10,0,,0.0,1,188
